path,data_role,voice_fake,voice_present,source,generator,voice_fake_score
data\raw\fake_music_generated\fake_music_MusicGen_0276.wav,train,0,0,fake_music_generated,MusicGen,0.6579453945159912
data\raw\fake_music_generated\fake_music_MusicGen_0280.wav,train,0,0,fake_music_generated,MusicGen,0.660844087600708
data\raw\fake_music_generated\fake_music_MusicGen_0282.wav,train,0,0,fake_music_generated,MusicGen,0.6598343849182129
data\raw\fake_music_generated\fake_music_MusicGen_0284.wav,train,0,0,fake_music_generated,MusicGen,0.6573761701583862
data\raw\fake_music_generated\fake_music_MusicGen_0286.wav,train,0,0,fake_music_generated,MusicGen,0.662149965763092
data\raw\fake_music_generated\fake_music_MusicGen_0288.wav,train,0,0,fake_music_generated,MusicGen,0.6617317199707031
data\raw\fake_music_generated\fake_music_MusicGen_0292.wav,train,0,0,fake_music_generated,MusicGen,0.6652376651763916
data\raw\fake_music_generated\fake_music_MusicGen_0294.wav,train,0,0,fake_music_generated,MusicGen,0.6629315614700317
data\raw\fake_music_generated\fake_music_MusicGen_0298.wav,train,0,0,fake_music_generated,MusicGen,0.6643970012664795
data/raw/gtzan_unique_v2/blues.00000.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6946433782577515
data/raw/gtzan_unique_v2/blues.00005.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7075909972190857
data/raw/gtzan_unique_v2/blues.00006.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7112192511558533
data/raw/gtzan_unique_v2/blues.00009.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6879976391792297
data/raw/gtzan_unique_v2/blues.00010.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6995983719825745
data/raw/gtzan_unique_v2/blues.00011.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6770671010017395
data/raw/gtzan_unique_v2/blues.00012.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6815354228019714
data/raw/gtzan_unique_v2/blues.00014.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6702375411987305
data/raw/gtzan_unique_v2/blues.00015.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6747840642929077
data/raw/gtzan_unique_v2/blues.00017.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6799526810646057
data/raw/gtzan_unique_v2/blues.00018.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6676433086395264
data/raw/gtzan_unique_v2/blues.00020.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6716659069061279
data/raw/gtzan_unique_v2/blues.00021.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6785326600074768
data/raw/gtzan_unique_v2/blues.00022.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6798464059829712
data/raw/gtzan_unique_v2/blues.00023.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6851858496665955
data/raw/gtzan_unique_v2/blues.00024.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6790071725845337
data/raw/gtzan_unique_v2/blues.00027.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6815280318260193
data/raw/gtzan_unique_v2/blues.00028.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6813583374023438
data/raw/gtzan_unique_v2/blues.00029.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6823223233222961
data/raw/gtzan_unique_v2/blues.00030.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6827868819236755
data/raw/gtzan_unique_v2/blues.00032.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6786325573921204
data/raw/gtzan_unique_v2/blues.00033.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6827641129493713
data/raw/gtzan_unique_v2/blues.00035.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6872204542160034
data/raw/gtzan_unique_v2/blues.00036.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6860863566398621
data/raw/gtzan_unique_v2/blues.00037.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6841540336608887
data/raw/gtzan_unique_v2/blues.00038.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6825320720672607
data/raw/gtzan_unique_v2/blues.00040.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7037814259529114
data/raw/gtzan_unique_v2/blues.00041.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6975718140602112
data/raw/gtzan_unique_v2/blues.00042.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6833111643791199
data/raw/gtzan_unique_v2/blues.00044.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.693548321723938
data/raw/gtzan_unique_v2/blues.00046.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6751906275749207
data/raw/gtzan_unique_v2/blues.00048.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.70585036277771
data/raw/gtzan_unique_v2/blues.00049.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6668853759765625
data/raw/gtzan_unique_v2/blues.00050.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7062534689903259
data/raw/gtzan_unique_v2/blues.00052.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6904051899909973
data/raw/gtzan_unique_v2/blues.00053.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7189217209815979
data/raw/gtzan_unique_v2/blues.00054.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.713071882724762
data/raw/gtzan_unique_v2/blues.00056.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6948931813240051
data/raw/gtzan_unique_v2/blues.00057.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7051687240600586
data/raw/gtzan_unique_v2/blues.00058.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7141574621200562
data/raw/gtzan_unique_v2/blues.00059.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7051743865013123
data/raw/gtzan_unique_v2/blues.00060.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.71855229139328
data/raw/gtzan_unique_v2/blues.00061.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7251937985420227
data/raw/gtzan_unique_v2/blues.00063.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7015321850776672
data/raw/gtzan_unique_v2/blues.00065.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7159420251846313
data/raw/gtzan_unique_v2/blues.00067.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7121950387954712
data/raw/gtzan_unique_v2/blues.00068.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7039777636528015
data/raw/gtzan_unique_v2/blues.00069.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7084731459617615
data/raw/gtzan_unique_v2/blues.00070.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6974842548370361
data/raw/gtzan_unique_v2/blues.00073.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7265889048576355
data/raw/gtzan_unique_v2/blues.00075.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.713222861289978
data/raw/gtzan_unique_v2/blues.00076.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7169733643531799
data/raw/gtzan_unique_v2/blues.00077.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7239747643470764
data/raw/gtzan_unique_v2/blues.00082.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.726048469543457
data/raw/gtzan_unique_v2/blues.00083.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.7331472635269165
data/raw/gtzan_unique_v2/blues.00088.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6873482465744019
data/raw/gtzan_unique_v2/blues.00089.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6980172395706177
data/raw/gtzan_unique_v2/blues.00090.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6952444314956665
data/raw/gtzan_unique_v2/blues.00091.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6896475553512573
data/raw/gtzan_unique_v2/blues.00093.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.6811527013778687
data/raw/gtzan_unique_v2/blues.00099.wav,train,0,0,gtzan_real_v2,GTZAN_genre_0,0.708050012588501
data/raw/gtzan_unique_v2/classical.00000.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.681053638458252
data/raw/gtzan_unique_v2/classical.00003.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6670231223106384
data/raw/gtzan_unique_v2/classical.00004.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6910173892974854
data/raw/gtzan_unique_v2/classical.00005.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6840619444847107
data/raw/gtzan_unique_v2/classical.00006.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6774585843086243
data/raw/gtzan_unique_v2/classical.00007.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6898767948150635
data/raw/gtzan_unique_v2/classical.00008.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6851880550384521
data/raw/gtzan_unique_v2/classical.00009.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6645495295524597
data/raw/gtzan_unique_v2/classical.00010.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6797598004341125
data/raw/gtzan_unique_v2/classical.00011.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6715442538261414
data/raw/gtzan_unique_v2/classical.00012.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6805095672607422
data/raw/gtzan_unique_v2/classical.00013.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.692561149597168
data/raw/gtzan_unique_v2/classical.00015.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6648145318031311
data/raw/gtzan_unique_v2/classical.00016.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6766114830970764
data/raw/gtzan_unique_v2/classical.00017.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7020276188850403
data/raw/gtzan_unique_v2/classical.00018.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6818261742591858
data/raw/gtzan_unique_v2/classical.00019.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.683771014213562
data/raw/gtzan_unique_v2/classical.00021.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7095726132392883
data/raw/gtzan_unique_v2/classical.00027.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6750510931015015
data/raw/gtzan_unique_v2/classical.00030.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6850095391273499
data/raw/gtzan_unique_v2/classical.00032.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7077529430389404
data/raw/gtzan_unique_v2/classical.00033.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6832774877548218
data/raw/gtzan_unique_v2/classical.00034.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6838021278381348
data/raw/gtzan_unique_v2/classical.00036.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6875344514846802
data/raw/gtzan_unique_v2/classical.00039.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6713653206825256
data/raw/gtzan_unique_v2/classical.00040.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6819810271263123
data/raw/gtzan_unique_v2/classical.00043.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7003405094146729
data/raw/gtzan_unique_v2/classical.00044.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6691728830337524
data/raw/gtzan_unique_v2/classical.00045.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7011286616325378
data/raw/gtzan_unique_v2/classical.00046.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7217176556587219
data/raw/gtzan_unique_v2/classical.00047.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6745520234107971
data/raw/gtzan_unique_v2/classical.00049.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7206031680107117
data/raw/gtzan_unique_v2/classical.00050.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.672224760055542
data/raw/gtzan_unique_v2/classical.00051.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7212151885032654
data/raw/gtzan_unique_v2/classical.00052.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.696893572807312
data/raw/gtzan_unique_v2/classical.00053.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.71213698387146
data/raw/gtzan_unique_v2/classical.00054.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7095372080802917
data/raw/gtzan_unique_v2/classical.00055.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6940346956253052
data/raw/gtzan_unique_v2/classical.00057.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.682968020439148
data/raw/gtzan_unique_v2/classical.00059.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7075496315956116
data/raw/gtzan_unique_v2/classical.00060.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7112661004066467
data/raw/gtzan_unique_v2/classical.00061.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7040027379989624
data/raw/gtzan_unique_v2/classical.00062.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6887334585189819
data/raw/gtzan_unique_v2/classical.00063.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6902572512626648
data/raw/gtzan_unique_v2/classical.00066.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6892122030258179
data/raw/gtzan_unique_v2/classical.00069.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6730082035064697
data/raw/gtzan_unique_v2/classical.00070.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6877899765968323
data/raw/gtzan_unique_v2/classical.00072.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6670182943344116
data/raw/gtzan_unique_v2/classical.00074.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6931163668632507
data/raw/gtzan_unique_v2/classical.00075.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6644001603126526
data/raw/gtzan_unique_v2/classical.00076.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6909745931625366
data/raw/gtzan_unique_v2/classical.00078.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7170233130455017
data/raw/gtzan_unique_v2/classical.00080.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7093642354011536
data/raw/gtzan_unique_v2/classical.00082.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.7013609409332275
data/raw/gtzan_unique_v2/classical.00083.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6974568367004395
data/raw/gtzan_unique_v2/classical.00084.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.691866934299469
data/raw/gtzan_unique_v2/classical.00085.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6973190903663635
data/raw/gtzan_unique_v2/classical.00091.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6864932179450989
data/raw/gtzan_unique_v2/classical.00093.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6906861662864685
data/raw/gtzan_unique_v2/classical.00094.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6670019030570984
data/raw/gtzan_unique_v2/classical.00095.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6681821346282959
data/raw/gtzan_unique_v2/classical.00096.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6996957659721375
data/raw/gtzan_unique_v2/classical.00098.wav,train,0,0,gtzan_real_v2,GTZAN_genre_1,0.6784282326698303
data/raw/gtzan_unique_v2/country.00001.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7397235035896301
data/raw/gtzan_unique_v2/country.00003.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7247725129127502
data/raw/gtzan_unique_v2/country.00004.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7314095497131348
data/raw/gtzan_unique_v2/country.00006.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7252016663551331
data/raw/gtzan_unique_v2/country.00009.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7380058169364929
data/raw/gtzan_unique_v2/country.00010.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7017861604690552
data/raw/gtzan_unique_v2/country.00011.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6868001818656921
data/raw/gtzan_unique_v2/country.00013.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6948778629302979
data/raw/gtzan_unique_v2/country.00016.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6942785382270813
data/raw/gtzan_unique_v2/country.00017.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7008754014968872
data/raw/gtzan_unique_v2/country.00019.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6910980939865112
data/raw/gtzan_unique_v2/country.00020.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6920946836471558
data/raw/gtzan_unique_v2/country.00021.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6999269723892212
data/raw/gtzan_unique_v2/country.00022.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6883249282836914
data/raw/gtzan_unique_v2/country.00024.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6956868171691895
data/raw/gtzan_unique_v2/country.00025.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6930400729179382
data/raw/gtzan_unique_v2/country.00026.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.687109649181366
data/raw/gtzan_unique_v2/country.00027.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7130399346351624
data/raw/gtzan_unique_v2/country.00031.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7116050720214844
data/raw/gtzan_unique_v2/country.00032.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6737558245658875
data/raw/gtzan_unique_v2/country.00035.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6990732550621033
data/raw/gtzan_unique_v2/country.00037.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6909061074256897
data/raw/gtzan_unique_v2/country.00038.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7011675834655762
data/raw/gtzan_unique_v2/country.00041.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7010846734046936
data/raw/gtzan_unique_v2/country.00042.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7003446221351624
data/raw/gtzan_unique_v2/country.00045.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7252810597419739
data/raw/gtzan_unique_v2/country.00046.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6998400092124939
data/raw/gtzan_unique_v2/country.00047.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6969276666641235
data/raw/gtzan_unique_v2/country.00048.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6980792880058289
data/raw/gtzan_unique_v2/country.00049.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7038114070892334
data/raw/gtzan_unique_v2/country.00050.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6939096450805664
data/raw/gtzan_unique_v2/country.00051.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6931132078170776
data/raw/gtzan_unique_v2/country.00052.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.682719349861145
data/raw/gtzan_unique_v2/country.00053.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.717568576335907
data/raw/gtzan_unique_v2/country.00055.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7129076719284058
data/raw/gtzan_unique_v2/country.00056.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7007895708084106
data/raw/gtzan_unique_v2/country.00057.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7112427949905396
data/raw/gtzan_unique_v2/country.00058.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7127986550331116
data/raw/gtzan_unique_v2/country.00059.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7004793882369995
data/raw/gtzan_unique_v2/country.00062.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7069932818412781
data/raw/gtzan_unique_v2/country.00063.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6905461549758911
data/raw/gtzan_unique_v2/country.00065.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.683570146560669
data/raw/gtzan_unique_v2/country.00067.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6825149059295654
data/raw/gtzan_unique_v2/country.00068.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.683626651763916
data/raw/gtzan_unique_v2/country.00071.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7207193970680237
data/raw/gtzan_unique_v2/country.00073.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6933721303939819
data/raw/gtzan_unique_v2/country.00075.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7271695733070374
data/raw/gtzan_unique_v2/country.00077.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7076627016067505
data/raw/gtzan_unique_v2/country.00078.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7009562253952026
data/raw/gtzan_unique_v2/country.00080.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7069381475448608
data/raw/gtzan_unique_v2/country.00082.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7169070243835449
data/raw/gtzan_unique_v2/country.00083.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.700097918510437
data/raw/gtzan_unique_v2/country.00084.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7200700640678406
data/raw/gtzan_unique_v2/country.00085.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6978966593742371
data/raw/gtzan_unique_v2/country.00086.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7084159255027771
data/raw/gtzan_unique_v2/country.00088.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6962345838546753
data/raw/gtzan_unique_v2/country.00091.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6937170028686523
data/raw/gtzan_unique_v2/country.00094.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7048088312149048
data/raw/gtzan_unique_v2/country.00096.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.7195209264755249
data/raw/gtzan_unique_v2/country.00097.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6935125589370728
data/raw/gtzan_unique_v2/country.00098.wav,train,0,0,gtzan_real_v2,GTZAN_genre_2,0.6992174386978149
data/raw/gtzan_unique_v2/disco.00000.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.6975274682044983
data/raw/gtzan_unique_v2/disco.00001.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7252838611602783
data/raw/gtzan_unique_v2/disco.00003.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7278698086738586
data/raw/gtzan_unique_v2/disco.00004.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7162933945655823
data/raw/gtzan_unique_v2/disco.00006.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7363569736480713
data/raw/gtzan_unique_v2/disco.00007.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7243144512176514
data/raw/gtzan_unique_v2/disco.00008.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7310828566551208
data/raw/gtzan_unique_v2/disco.00012.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7104717493057251
data/raw/gtzan_unique_v2/disco.00013.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7264485359191895
data/raw/gtzan_unique_v2/disco.00014.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7354796528816223
data/raw/gtzan_unique_v2/disco.00018.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7248722314834595
data/raw/gtzan_unique_v2/disco.00020.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7154970169067383
data/raw/gtzan_unique_v2/disco.00021.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.685994029045105
data/raw/gtzan_unique_v2/disco.00024.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7170254588127136
data/raw/gtzan_unique_v2/disco.00025.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7049229145050049
data/raw/gtzan_unique_v2/disco.00026.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.6984156966209412
data/raw/gtzan_unique_v2/disco.00027.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.6912356615066528
data/raw/gtzan_unique_v2/disco.00028.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7234976291656494
data/raw/gtzan_unique_v2/disco.00031.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7237666845321655
data/raw/gtzan_unique_v2/disco.00032.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.704525887966156
data/raw/gtzan_unique_v2/disco.00033.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7241809964179993
data/raw/gtzan_unique_v2/disco.00037.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7269566059112549
data/raw/gtzan_unique_v2/disco.00038.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7166867256164551
data/raw/gtzan_unique_v2/disco.00039.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7050692439079285
data/raw/gtzan_unique_v2/disco.00040.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7114145159721375
data/raw/gtzan_unique_v2/disco.00042.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7339321374893188
data/raw/gtzan_unique_v2/disco.00043.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7266018986701965
data/raw/gtzan_unique_v2/disco.00044.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7155839800834656
data/raw/gtzan_unique_v2/disco.00045.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7109402418136597
data/raw/gtzan_unique_v2/disco.00046.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7011145353317261
data/raw/gtzan_unique_v2/disco.00047.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.6963669061660767
data/raw/gtzan_unique_v2/disco.00048.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7116028070449829
data/raw/gtzan_unique_v2/disco.00049.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7281427383422852
data/raw/gtzan_unique_v2/disco.00051.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7153229713439941
data/raw/gtzan_unique_v2/disco.00053.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.7292237877845764
data/raw/gtzan_unique_v2/disco.00054.wav,train,0,0,gtzan_real_v2,GTZAN_genre_3,0.677356481552124
